Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",106600.0,Km2,21.03,77.52,2007,7.0,1.0,2007,7.0,6.0,62.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",74000.0,Km2,20.05,81.86,2007,6.0,30.0,2007,7.0,13.0,29.0
Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Landi Kotal, Jamrud villages (Peshawar district, North-West Frontier province), Chrasadda, Kohistan, Upper Dir districts (North-West Frontier province), Khyber Agency district (Federally Administered Tribal Areas province)",130.0,Km2,34.27,71.87,2007,6.0,28.0,2007,7.0,22.0,130.0
Natural,Hydrological,Flood,Flash flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kashan, Qohrud, Jarinan areas (Kashan districts, Esfahan province)",11600.0,Km2,33.75,52.2,2007,6.0,27.0,2007,6.0,29.0,12.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Wichita Falls area (Wichita district, Texas province), Georgetown areas (Williamson district, Texas province), Burnet, Marble Falls, Granite Shoals areas (Burnet district, Texas province), Granbury area (Hood district, Texas province), Lampasas, Parker, Eastland districts (Texas province), Miami, Commerce areas (Ottawa district, Oklahoma province), Shawnee, Tecumseh, Maud areas (Pottawatomie district, Oklahoma province), Oklahoma city (Oklahoma district, Oklahoma province), Waurika area (Jefferson district, Oklahoma province), Bartlesville, Dewey areas (Washington district, Oklahoma province), Love, Lincoln districts (Oklahoma province), Coffeyville area (Montgomery district, Kansas province), Osawatomie area (Miami district, Kansas province), Allen, Labette, Neosho, Wilson, Woodson districts (Kansas province), Rockville, Papinville areas (Bates district, Missouri province), Vernon district (Missouri province)",507800.0,Km2,32.84,-95.712891,2007,6.0,26.0,2007,7.0,6.0,8.0
Natural,Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Sheffield, Doncaster, Rotherham, Nottinghamshire, Barnsley, Dinnington, Darfield towns, Treeton, Catcliffe villages (South Yorkshire district, England province), Ryedale town (North Yorkshire district, England province), Wafefield, Leeds, Calderdale towns (West Yorkshire district, England province), Lichfield town (Staffordshire district, England province), Grantham, Horncastle, Louth, Wainfleet, Lincoln towns (Lincolnshire district, England province), Wyre Forest, Pershore, Tenbury Wells (Hereford and Word district, England province), Gloucestershire district (England province), Salop district (England province), Hull, East Riding towns (Humberside district, England province), Omagh district (Northen Ireland province), Norfolk town (Norfolkshire district, England province), Earby town (Lancashire district, England province), Corwen town (Clwyd district, Wales province), Whiston town (Merseyside district, England province)",27720.0,Km2,53.88,-3.435973,2007,6.0,25.0,2007,7.0,3.0,6.0
Natural,Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,Asia,"Chapadara, Dara-e-Pech districts (Kunar Province), Khoshan village (Qarabagh District, Kabul Province), Surkh-e-Parsa, Salang districts (Parwan province), Jamal Agha area (Hisa-e-Duwun-e-Kohestan district, Kapisa province), Nejrab, Hisa-e-Awal-e-Kohestan districts (Kapisa province), Emamsaheb, Qala-e-Zal districts (Kunduz province), Rukha, Onaba districts (Panjsher province), Kama District (Nangarrhar province), Wardak, Logar, Laghman provinces",62340.0,Km2,35.28,71.14,2007,6.0,24.0,2007,7.0,3.0,113.0
Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Karachi Central, Karachi East, Karachi South, Karachi West, Malir districts (Sindh province)",2215.0,Km2,30.375321,69.345116,2007,6.0,23.0,2007,6.0,25.0,228.0
Natural,Hydrological,Flood,Flash flood,IND,India,Southern Asia,Asia,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",449300.0,Km2,14.94,78.16,2007,6.0,22.0,2007,7.0,4.0,127.0
Natural,Hydrological,Flood,Flash flood,USA,United States of America,Northern America,Americas,New York province,6500.0,Km2,42.23,-95.712891,2007,6.0,19.0,2007,6.0,20.0,4.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"North Texas, Oklahoma provinces",34750.0,Km2,33.45,-95.712891,2007,6.0,17.0,2007,6.0,22.0,10.0
Natural,Hydrological,Flood,Flash flood,PAK,Pakistan,Southern Asia,Asia,"Baidara, Barinjal villages (Swat district, North-West Frontier province)",12120.0,Km2,34.98,72.23,2007,6.0,16.0,2007,6.0,20.0,22.0
Natural,Hydrological,Flood,Riverine flood,SDN,Sudan,Northern Africa,Africa,"White Nile, Khartoum, Nile, Blue Nile, Red Sea, Northern Kordofan, Southern Kordofan, Sennar, Al Jazeera provinces",1591000.0,Km2,12.91,33.77,2007,7.0,3.0,2007,10.0,8.0,150.0
Natural,Hydrological,Flood,Riverine flood,ETH,Ethiopia,Sub-Saharan Africa,Africa,South Omo district (SNNPR province),19510.0,Km2,5.45,37.12,2007,6.0,6.0,2007,7.0,11.0,
Natural,Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Gloucestershire, Oxfordshire, Berkshire, Bedfordshire, Herefordshire, Warwickshire, Lincolnshire, Avon, Wiltshire districts (England province), Worcestershire (Hereford and Wor district, England province)",24650.0,Km2,52.07,-3.435973,2007,7.0,20.0,2007,7.0,24.0,7.0
Natural,Hydrological,Flood,Riverine flood,HTI,Haiti,Latin America and the Caribbean,Americas,Port-au-Prince district (Ouest province),44.0,Km2,18.55,-72.285215,2007,7.0,23.0,2007,7.0,24.0,4.0
Natural,Hydrological,Flood,Riverine flood,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Gambela, Amhara, SNNPR, Addis Ababa, Afar, Tigray, Somali provinces",79620.0,Km2,8.33,34.5,2007,7.0,29.0,2007,10.0,5.0,17.0
Natural,Hydrological,Flood,Riverine flood,BFA,Burkina Faso,Sub-Saharan Africa,Africa,"Kouritenga district (Centre-est province), Oubritenga district (Plateau Central province), Kadiogo district (Centre province), Houet district (Hauts-bassins province), Zondoma, Yatenga, Passore, Loroum districts (Nord province), Bam, Namentenga, Sanmatenga districts (Centre-Nord), Zoundweogo, Nahouri districts (Centre-Sud), Sahel province",2435.0,Km2,11.45,-1.561593,2007,7.0,26.0,2007,10.0,10.0,52.0
Natural,Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,"Cape Flats area (City of Cape Town district, Western Cape province)",20100.0,Km2,-30.559482,19.58,2007,7.0,27.0,2007,8.0,2.0,
Natural,Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,Asia,"Mahottari, Dhanusha, Sindhuli areas (Janakpur district, Central province), Jhapa area (Mechi district, Eastern province), Sunsari area (Koshi district, Eastern province), Nawalparasi, Gulmi areas (Lumbini district, Western province), Dang area (Rapti district, Mid Western province), Solukhumbu area (Sagarmatha district, Eastern province)",56920.0,Km2,27.78,84.08,2007,7.0,23.0,2007,10.0,2.0,214.0
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Larompong, Suli areas (Luwu district, Sulawesi Selatan province)",2400.0,Km2,-0.789275,120.2,2007,7.0,25.0,2007,8.0,2.0,15.0
Natural,Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,"Goalanda village (Goalandaghat area, Rajbari district, Dhaka province), Aricha port (Shibalaya area, Manikganj district, Dhaka province), Bhagyakul village (Sreenagar area, Munshiganj district, Dhaka province), Bandarban, Feni, Comilla districts (Chittagong province), Sirajganj district (Rajshahi province), Rangpur province",7000.0,Km2,23.92,91.23,2007,7.0,21.0,2007,8.0,3.0,1110.0
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Morowali, Donggala, Parigimoutong, Poso, Tojounauna, Banggai, Toli-toli districts (Sulawesi Tengah province)",4600.0,Km2,-0.789275,121.49,2007,7.0,22.0,2007,8.0,7.0,88.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Tengchong Xian area (Baoshan district, Yunnan Sheng province), Fuyuan Xian area (Qujing district, Yunnan Sheng province), Yuanjiang Hani-Yi-Dai Zizhi area (Yuxi district, Yunnan Sheng province), Pu'er, Dehong Dai and Jingpo, Lincang districts (Yunnan Sheng province)",165100.0,Km2,24.1,100.16,2007,7.0,18.0,2007,8.0,3.0,170.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Luntai Xian, Ruoqiang Xian areas (Bayin'gholin Mongol district, Xinjiang Uygur Zizhiqu province), Huocheng Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province), Kanas, Burqin areas (Altay district, Xinjiang Uygur Zizhiqu province), Changji Hui, Hami, Urumqi districts (Xinjiang Uygur Zizhiqu province)",812700.0,Km2,43.09,88.21,2007,7.0,14.0,2007,8.0,3.0,29.0
Natural,Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,Asia,Lal wa Sarjangal district (Ghor Province),4110.0,Km2,34.53,66.13,2007,7.0,15.0,2007,7.0,17.0,9.0
Natural,Hydrological,Flood,Riverine flood,MMR,Myanmar,South-eastern Asia,Asia,"Arakann, Yangon provinces",119100.0,Km2,18.52,95.32,2007,7.0,6.0,2007,7.0,11.0,
Natural,Hydrological,Flood,Riverine flood,JPN,Japan,Eastern Asia,Asia,"Ehime, Hukuoka, Kagawa, Kagosima, Kooti, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Tokusima provinces",2670.0,Km2,36.204824,138.252924,2007,7.0,4.0,2007,7.0,12.0,2.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",483900.0,Km2,22.63,88.49,2007,7.0,3.0,2007,9.0,22.0,1103.0
Natural,Hydrological,Flood,Riverine flood,MRT,Mauritania,Sub-Saharan Africa,Africa,"Tintane district (Hodh El-Gharbi province), Barkeol district (Assaba province), Guidimakha, Gorgol provinces",9500.0,Km2,16.55,-10.940835,2007,8.0,7.0,2007,9.0,5.0,2.0
Natural,Hydrological,Flood,Flash flood,PAK,Pakistan,Southern Asia,Asia,"Karachi Central, Karachi East, Karachi South, Karachi West districts (Sindh province)",190100.0,Km2,30.375321,69.345116,2007,8.0,10.0,2007,8.0,13.0,44.0
Natural,Hydrological,Flood,Riverine flood,PRK,Democratic People's Republic of Korea,Eastern Asia,Asia,"Kangwon-do, Hwanghae-bukto, Hamgyong-namko provinces",29480.0,Km2,38.53,126.61,2007,8.0,7.0,2007,8.0,25.0,610.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,Himachal Pradesh province,191400.0,Km2,31.24,76.53,2007,8.0,12.0,2007,8.0,17.0,76.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Illinois, Colorado, Michigan, Minnesota, Wisconsin, Ohio, Oklahoma, North Dakota provinces",1217000.0,Km2,36.86,-95.712891,2007,8.0,16.0,2007,8.0,27.0,26.0
Natural,Hydrological,Flood,Riverine flood,ROU,Romania,Eastern Europe,Europe,"Brasov, Buzau provinces ; Moldovita, Vatra Moldovita municipalities (Suceava province)",32270.0,Km2,46.76,25.6,2007,8.0,25.0,2007,8.0,26.0,2.0
Natural,Hydrological,Flood,Riverine flood,MRT,Mauritania,Sub-Saharan Africa,Africa,Maghama district (Gorgol province),162800.0,Km2,15.47,-10.940835,2007,8.0,31.0,2007,9.0,3.0,1.0
Natural,Hydrological,Flood,Riverine flood,TCD,Chad,Sub-Saharan Africa,Africa,Salamat province,454800.0,Km2,11.54,19.05,2007,8.0,25.0,2007,9.0,9.0,12.0
Natural,Hydrological,Flood,Riverine flood,LBR,Liberia,Sub-Saharan Africa,Africa,"Greater Monrovia district (Montserrado province), Margibi province",2330.0,Km2,6.51,-9.429499,2007,8.0,26.0,2007,8.0,30.0,1.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Yibin, Xinshizhen, Pingshan areas (Yibin district, Sichuan Sheng province), Zhaotong district (Yunnan Sheng province)",32590.0,Km2,27.72,104.07,2007,8.0,22.0,2007,8.0,27.0,17.0
Natural,Hydrological,Flood,Riverine flood,YEM,Yemen,Western Asia,Asia,Sanaa province,165100.0,Km2,15.08,45.73,2007,8.0,1.0,2007,8.0,27.0,50.0
Natural,Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,Busia district (Western province),53520.0,Km2,0.88,34.28,2007,8.0,15.0,2007,10.0,31.0,13.0
Natural,Hydrological,Flood,Riverine flood,MMR,Myanmar,South-eastern Asia,Asia,"Athok village (Yekyi area, Pathein district, Ayeyawaddy province), Kachin province",183500.0,Km2,21.913965,95.956223,2007,8.0,14.0,2007,8.0,29.0,
Natural,Hydrological,Flood,Riverine flood,KHM,Cambodia,South-eastern Asia,Asia,"Kampong Thom, Ratanak Kiri, Preah Vihear provinces",64580.0,Km2,13.28,105.88,2007,8.0,10.0,2007,8.0,24.0,2.0
Natural,Hydrological,Flood,Riverine flood,TCD,Chad,Sub-Saharan Africa,Africa,"Kabia, Mayo-Boneye, Mayo-Dala provinces",23500.0,Km2,9.64,15.11,2007,8.0,9.0,2007,8.0,15.0,3.0
Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Rah Nolia, Rano Mera villages (Kohistan district, North-West Frontier province)",16540.0,Km2,35.95,74.34,2007,8.0,12.0,2007,8.0,14.0,22.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Yantai, Weihai districts (Shandong Sheng province)",100100.0,Km2,36.37,118.72,2007,8.0,9.0,2007,8.0,12.0,26.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,Gujarat province,133800.0,Km2,22.68,70.93,2007,8.0,8.0,2007,8.0,15.0,16.0
Natural,Hydrological,Flood,Riverine flood,NGA,Nigeria,Sub-Saharan Africa,Africa,"Plateau, Adamawa, Borno, Anambra, Bauchi, Yobe, Ogun, Nassarawa, Lagos, Sokoto, Kebbi provinces",630100.0,Km2,10.29,11.75,2007,8.0,4.0,2007,10.0,21.0,68.0
Natural,Hydrological,Flood,Riverine flood,ROU,Romania,Eastern Europe,Europe,"Galati, Vrancea, Vaslui, Bacau provinces",26860.0,Km2,45.82,27.24,2007,9.0,5.0,2007,9.0,11.0,7.0
Natural,Hydrological,Flood,Riverine flood,SOM,Somalia,Sub-Saharan Africa,Africa,Jowhar district (Shabelle Dhexe province),13310.0,Km2,2.98,45.43,2007,9.0,1.0,2007,10.0,4.0,4.0
Natural,Hydrological,Flood,Riverine flood,RWA,Rwanda,Sub-Saharan Africa,Africa,"Nyabihu, Rubavu districts (West/Iburengerazuba province)",1180.0,Km2,-1.940278,29.42,2007,9.0,12.0,2007,9.0,20.0,20.0
Natural,Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,"Phetchabun, Loei, Kalasin, Mukdahan, Chiang Rai, Phichit provinces",139500.0,Km2,16.82,102.48,2007,9.0,5.0,2007,11.0,10.0,10.0
Natural,Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,"Pasir, Kota Balikpapan districts (Kalimantan Timur province)",5690.0,Km2,-0.789275,116.72,2007,9.0,2.0,2007,9.0,4.0,4.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,Ankang district (Shaanxi Sheng province),4380.0,Km2,32.78,108.87,2007,8.0,31.0,2007,9.0,2.0,11.0
Natural,Hydrological,Flood,Flash flood,DZA,Algeria,Northern Africa,Africa,"M'Sila, Ain-Defla, Tiaret, Tissemsilt, Chlef, Medea, Blida, Tipaza, Alger, Boumerdes, Tizi Ouzou, Bouira, Bejaia, Jijel, Bordj Bou Arrer, Setif, Khenchela, Tebessa, Djelfa province",78590.0,Km2,34.95,5.79,2007,9.0,21.0,2007,9.0,24.0,18.0
Natural,Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,Rio Grande do Sul province,127400.0,Km2,-14.235004,-51.92528,2007,9.0,24.0,2007,9.0,30.0,4.0
Natural,Hydrological,Flood,Riverine flood,CRI,Costa Rica,Latin America and the Caribbean,Americas,"San Jose, Guanacaste provinces",11460.0,Km2,10.27,-83.753428,2007,9.0,20.0,2007,9.0,26.0,
Natural,Hydrological,Flood,Coastal flood,IND,India,Southern Asia,Asia,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",72010.0,Km2,20.91,86.4,2007,9.0,22.0,2007,10.0,3.0,80.0
Natural,Hydrological,Flood,Riverine flood,GTM,Guatemala,Latin America and the Caribbean,Americas,Guatemala district (Guatemala province),2300.0,Km2,14.6,-90.230759,2007,9.0,22.0,2007,9.0,24.0,11.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",90280.0,Km2,15.71,79.88,2007,9.0,16.0,2007,10.0,7.0,94.0
Natural,Hydrological,Flood,Flash flood,TUN,Tunisia,Northern Africa,Africa,"Tunis, Ariana, Manouba provinces",6550.0,Km2,36.95,9.71,2007,10.0,13.0,2007,10.0,16.0,16.0
Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien - Hue, Quang Ngai, Quang Tri, Quang Nam provinces",24810.0,Km2,15.87,107.78,2007,10.0,14.0,2007,10.0,24.0,15.0
Natural,Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,"Huitiupan, Ixhuatan, Ixtacomitan, Juarez, Ocotepec, Ostuacan, Pantepec, Pichucalco, Reforma, Solosuchiapa districts (Chiapas province), Tabasco province",35810.0,Km2,17.67,-102.552784,2007,10.0,28.0,2007,11.0,16.0,22.0
Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien-Hue, Quang Ngai, Quang Nam, Quan Binh provinces",35110.0,Km2,16.32,107.36,2007,10.0,28.0,2007,11.0,9.0,83.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Andhra Pradesh, Tamil Nadu province",76740.0,Km2,12.73,79.7,2007,10.0,27.0,2007,11.0,1.0,29.0
Natural,Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,"Baao, Bato, Nabua, Buhi, Bula, Pili, Bombon, Cabusao, Calabanga, Camaligan, Canaman, Gainza, Libmanan, Magarao, Milaor, Minalabac, San Fernando, Iriga City and Naga City areas (Camarines Sur district, Region V province), Libon, Ligao City, Oas, Polangui. Ligao City areas (Albay district, Region V province), Baras, Bato, San Miguel, San Andres, Caramoran areas (Catanduanes district, Region V province)",4600.0,Km2,13.36,123.38,2007,10.0,27.0,2007,11.0,1.0,20.0
Natural,Hydrological,Flood,Riverine flood,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Kinshasa district (Kinshasa province),1950.0,Km2,-4.038333,15.38,2007,10.0,25.0,2007,10.0,31.0,32.0
Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Mesquita (Nova Iguaçu district, Rio de Janeiro province), Guaratiba city (Rio de Janeiro district, Rio de Janeiro province), Duque de Caxias, Sao Joao de Meriti, Nilopolis, Belford Roxo, Queimados districts (Rio de Janeiro province)",730.0,Km2,-14.235004,-51.92528,2007,10.0,24.0,2007,10.0,27.0,6.0
Natural,Hydrological,Flood,Riverine flood,COL,Colombia,Latin America and the Caribbean,Americas,"Antioquia, Risaralda, Cundinamarca, Guaviare, Sucre, Bolivar, Cordoba, Valle del Cauca, Choco, Magdalena , Guajira, Caldas, Atlantico, Cesar, Norte de Santander, Santander, Boyaca, Arauca, Casanare, Quindio, Tolima, Huila, Cauca, Narino, Caqueta, Meta, Amazonas, Putumayo provinces",189700.0,Km2,7.89,-74.297333,2007,10.0,20.0,2007,10.0,26.0,35.0
Natural,Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,"Chumphon, Surat Thani provinces",13140.0,Km2,9.72,99.0,2007,10.0,22.0,2007,10.0,29.0,2.0
Natural,Hydrological,Flood,Flood (General),VNM,Viet Nam,South-eastern Asia,Asia,"Dong Thap, An Giang, Kien Giang provinces",46470.0,Km2,11.01,105.51,2007,10.0,20.0,2007,11.0,2.0,3.0
Natural,Hydrological,Flood,Riverine flood,ESP,Spain,Southern Europe,Europe,"Alicante/Alacant, Valencia/València districts (Comunitat Valenciana province); Illes Balears province",5050.0,Km2,38.64,-3.74922,2007,10.0,12.0,2007,10.0,18.0,3.0
Natural,Hydrological,Flood,Coastal flood,PHL,Philippines,South-eastern Asia,Asia,"Iligan City area (Lanao Del Norte district, Region X province), Lugait area (Misamis Oriental district, Region X province), Surigao, Tagana-an, Placer areas (Surigao del Norte district, Region XIII province), Polomolok area (South Cotabato district, Region XIII province), Region VII (Central Visayas) province",11140.0,Km2,8.796,124.833,2007,11.0,18.0,2007,11.0,21.0,11.0
Natural,Hydrological,Flood,Riverine flood,GRC,Greece,Southern Europe,Europe,"Evrou district (Anatoliki Makedonia Kai Thraki), Komotiní (Rodopis district, Anatoliki Makedonia Kai Thraki), Kavalas, Dramas districts (Anatoliki Makedonia Kai Thraki), Arcadia district (Peloponnisos province), Pyrgos city (Ileias district, Dytiki Ellada province)",52770.0,Km2,41.74,25.62,2007,11.0,16.0,2007,12.0,2.0,2.0
Natural,Hydrological,Flood,Riverine flood,UGA,Uganda,Sub-Saharan Africa,Africa,"Kampala city (Central Kampala district, Kampala province)",550.0,Km2,0.35,32.59,2007,11.0,15.0,2007,11.0,18.0,4.0
Natural,Hydrological,Flood,Coastal flood,VNM,Viet Nam,South-eastern Asia,Asia,"Khanh Hoa, Quang Ngai, Binh Dinh, Quang Nam, Thua Thien-Hue, Ninh Thuan, Quang Tri, Da Nang City provinces",36820.0,Km2,15.3,108.44,2007,11.0,10.0,2007,11.0,21.0,55.0
Natural,Hydrological,Flood,Flash flood,SOM,Somalia,Sub-Saharan Africa,Africa,Caluula district (Bari province),310.0,Km2,11.82,51.02,2007,11.0,3.0,2007,11.0,4.0,21.0
Natural,Hydrological,Flood,Riverine flood,DZA,Algeria,Northern Africa,Africa,"Bab El Oued, Bologhine Ibn Ziri, Bains Romains, Rais Hamidou, Bouzareah, Tassala El Merdja districts (Alger province), Bou Ismail district (Tipaza province), Dellys, Sidi Daoud districts (Boumerdes province), Oran district (Oran province), Tizi Ouzou, Blida provinces",21400.0,Km2,36.75,2.96,2007,11.0,24.0,2007,12.0,2.0,14.0
Natural,Hydrological,Flood,Flash flood,MWI,Malawi,Sub-Saharan Africa,Africa,"Lundu 2, Galonga areas (Chikwawa district, Southern Region province), Mtemangawa areas (Nsanje district, Southern Region province), Balaka, Blantyre, Machinga, Phalombe districts (Southern Region province), Lilongwe, Mchinji districts (Central Region province), Chitipa, Karonga, Mzimba, Nkhata Bay districts (Northern Region province)",1630.0,Km2,-13.254308,35.24,2007,11.0,18.0,2008,2.0,,
Natural,Hydrological,Flood,Flood (General),NGA,Nigeria,Sub-Saharan Africa,Africa,"Ikorodu, Kosofe districts (Lagos province), Abeokuta North, Abeokuta South districts (Ogun province)",5270.0,Km2,6.96,3.3,2007,8.0,1.0,2007,8.0,15.0,6.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",15360.0,Km2,20.45,86.2,2007,8.0,3.0,2007,8.0,27.0,15.0
Natural,Hydrological,Flood,Flood (General),KOR,Republic of Korea,Eastern Asia,Asia,Cheju-do province,930.0,Km2,33.4,126.72,2007,9.0,4.0,2007,9.0,7.0,3.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",103600.0,Km2,27.58,95.26,2007,7.0,12.0,2007,10.0,10.0,96.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,Kerala province,21120.0,Km2,10.39,76.31,2007,7.0,16.0,2007,7.0,20.0,44.0
Natural,Hydrological,Flood,Riverine flood,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,Centenary district (Mashonaland Central province),13370.0,Km2,-19.015438,31.24,2007,12.0,13.0,2007,12.0,,3.0
Natural,Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,Asia,"Batticaloa, Ampara districts (Eastern province)",7950.0,Km2,7.72,81.4,2007,12.0,16.0,2008,1.0,1.0,
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Banyumas, Batang, Blora, Demak, Cilacap, Grobodan, Karanganyar, Klaten, Kota Surakarta, Kudus, Pati, Pekalongan, Pemalang, Sragen, Sukoharjo, Tegal, Wonogiri districts (Jawa Tengah province), Bojonegoro, Gresik, Jember, Jombang, Lamongan, Lumajang, Madiun, Magetan, Mojokerto, Ngawi, Pacitan, Ponogoro, Trenggalek, Tuban, Tulungagung districts (Jawa Timur province), Kota Padang district (Sumatera Barat province)",50690.0,Km2,-0.789275,111.33,2007,12.0,25.0,2007,12.0,,127.0
Natural,Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,Taita Taveta district (Coast province),6200.0,Km2,-0.023559,38.69,2007,12.0,12.0,2007,12.0,15.0,4.0
Natural,Hydrological,Flood,Flood (General),MOZ,Mozambique,Sub-Saharan Africa,Africa,"Mutarara, Nhamayabue, Inhangoma areas (Mutarara district, Tete province), Nova Mabone area (Govuro district, Inhambane province), Mossurize, Sussundenga, Tambara (Manica province), Mopeia, Chinde, Morrumbala, Maganja da Costa, Namacurra, Nicoadala districts (Zambezia province), Nampula, Cabo Delgado, Sofala provinces",57570.0,Km2,-18.665695,34.36,2007,12.0,11.0,2008,1.0,3.0,20.0
Natural,Hydrological,Flood,Riverine flood,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Chiredzi, Chivi districts (Masvingo province)",53810.0,Km2,-19.015438,31.24,2007,12.0,19.0,2008,1.0,2.0,24.0
Natural,Hydrological,Flood,Riverine flood,ZMB,Zambia,Sub-Saharan Africa,Africa,"Monze, Mazabuka, Siavonga, Sinazongwe, Namwala districts (Southern province), Mumbwa, Mkushi districts (Central province), Kafue district (Lusaka province)",2180.0,Km2,-13.133897,27.77,2007,12.0,30.0,2008,2.0,27.0,10.0
Natural,Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Beni, Chuquisaca, Cochabamba, La Paz, Oruro, Pando, Potosi, Santa Cruz,Tarija provinces",218600.0,Km2,-16.290154,-63.588653,2007,12.0,15.0,2008,2.0,20.0,75.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"California, Nevada, Oregon provinces",550.0,Km2,39.63,-95.712891,2008,1.0,5.0,2008,1.0,9.0,2.0
